#ID	Name	SMILES
agdpcbi	Adenosine-GDP-cobinamide	CC1=C2N3[C@H]([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]2O)[C@]2(C)[N+]4=C(C(C)=C5[N+]6=C(C=C7[N+](=C1[C@@H](CCC(N)=O)C7(C)C)[Co-2]364C[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)[C@]5(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
cobalt2	Co2+	[Co+2]
agm	Agmatine	NC(=[NH2+])NCCCC[NH3+]
aspsa	L-Aspartate 4-semialdehyde	[NH3+][C@@H](CC=O)C(=O)[O-]
asptrna	L-Aspartyl-tRNA(Asp)	*CC1OC(n2cnc3c(N)ncnc32)C(OC(=O)C([NH3+])CC(=O)[O-])C1O
colipa	Core oligosaccharide lipid A	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)([O-])O)C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(COC7OC(C(O)CO)C(O)C(O)C7O)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)([O-])O
athr__L	L-Allo-threonine	C[C@H](O)[C@H]([NH3+])C(=O)[O-]
ahcys	S-Adenosyl-L-homocysteine	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O
atp	ATP C10H12N5O13P3	Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
ahdt	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate	Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])CN2
cpe160	Cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	CCCCCCC1CC1CCCCCCCC(=O)N(CCOP(=O)([O-])OCC(O)CO)C(=O)CCCCCCCC1CC1CCCCCC
b2coa	Crotonoyl-CoA	C/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide	NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1N
bbtcoa	Gamma-butyrobetainyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCC[N+](C)(C)C
cpe180	Cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	CCCCCCC1CC1CCCCCCCCCC(=O)N(CCOP(=O)([O-])OCC(O)CO)C(=O)CCCCCCCCCC1CC1CCCCCC
cpg160	Cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)	CCCCCCC1CC1CCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCC1CC1CCCCCC
air	5-amino-1-(5-phospho-D-ribosyl)imidazole	Nc1c[nH+]cn1[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
cpg180	Cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)	CCCCCCC1CC1CCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)CO)OC(=O)CCCCCCCCCC1CC1CCCCCC
betald	Betaine aldehyde	C[N+](C)(C)CC=O
akg	2-Oxoglutarate	O=C([O-])CCC(=O)C(=O)[O-]
bglycogen	Branching glycogen	OCC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
cpgn_un	Coprogen unloaded (no Fe(III))	CC(=O)N[C@@H](CCCN(O)C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N(O)CCC[C@@H]1NC(=O)[C@H](CCCN(O)C(=O)/C=C(\C)CCO)NC1=O
btal	Butanal C4H8O	CCCC=O
btcoa	Butanoyl-CoA	CCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
ala_B	Beta-Alanine	[NH3+]CCC(=O)[O-]
cpgn	Coprogen	CC(=O)N[C@@H](CCCN([O-])C(=O)/C=C(\C)CCO)C(=O)OCC/C(C)=C/C(=O)N([O-])CCC[C@@H]1NC(=O)[C@H](CCCN([O-])C(=O)/C=C(\C)CCO)NC1=O.[Fe+3]
btn	Biotin	O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
btnso	D-biotin d-sulfoxide	O=C([O-])CCCC[C@H]1[C@H]2NC(=O)N[C@H]2CS1=O
but2eACP	But-2-enoyl-[acyl-carrier protein]	*OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)C=CC
ala__D	D-Alanine	C[C@@H]([NH3+])C(=O)[O-]
butACP	Butyryl-ACP (n-C4:0ACP)	*OP(=O)([O-])OCC(C)(C)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC
cpppg3	Coproporphyrinogen III	Cc1c2[nH]c(c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(CCC(=O)[O-])c1C)Cc1[nH]c(c(C)c1CCC(=O)[O-])C2
but	Butyrate (n-C4:0)	CCCC(=O)[O-]
crnDcoa	D-carnitinyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C[N+](C)(C)C
ala__L	L-Alanine	C[C@H]([NH3+])C(=O)[O-]
butso3	Butanesulfonate	CCCCS(=O)(=O)[O-]
crn	L-Carnitine	C[N+](C)(C)C[C@H](O)CC(=O)[O-]
alaala	D-Alanyl-D-alanine	C[C@@H]([NH3+])C(=O)N[C@H](C)C(=O)[O-]
crncoa	L-Carnitinyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C
csn	Cytosine	Nc1cc[nH]c(=O)n1
dopa	Dopamine	[NH3+]CCc1ccc(O)c(O)c1
cu	Cu+	[Cu+]
dpcoa	Dephospho-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS
dsbaox	Periplasmic protein disulfide isomerase I (oxidized)	[H]*([H])([H])[H]
ctbtcoa	Crotonobetainyl-CoA	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/C[N+](C)(C)C
cyan	Hydrogen cyanide	C
ctp	CTP C9H12N3O14P3	Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
cynt	Cyanate	N
cu2	Copper	[Cu+2]
cys__D	D-Cysteine	[NH3+][C@H](CS)C(=O)[O-]
cys__L	L-Cysteine	[NH3+][C@@H](CS)C(=O)[O-]
dscl	Dihydrosirohydrochlorin	CC1(CC(=O)[O-])C2=Cc3[nH]c(c(CCC(=O)[O-])c3CC(=O)[O-])Cc3[nH]c(c(CC(=O)[O-])c3CCC(=O)[O-])C=C3[NH+]=C(C=C(N2)C1CCC(=O)[O-])C(C)(CC(=O)[O-])C3CCC(=O)[O-]
feoxam_un	Ferroxamine minus Fe(3)	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
dtbt	Dethiobiotin	C[C@@H]1NC(=O)N[C@@H]1CCCCCC(=O)[O-]
dtdp4aaddg	DTDP-4-acetamido-4,6-dideoxy-D-galactose	CC(=O)N[C@@H]1[C@H](O)[C@@H](O)[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cc(C)c(=O)[nH]c3=O)C[C@@H]2O)O[C@@H]1C
cyst__L	L-Cystathionine	[NH3+][C@@H](CCSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
dtdp4addg	DTDP-4-amino-4,6-dideoxy-D-galactose	Cc1cn(C2CC(O)C(COP(=O)([O-])OP(=O)([O-])OC3OC(C)C([NH3+])C(O)C3O)O2)c(=O)[nH]c1=O
feoxam	Generic ferrioxamine-Fe-III	CC(=O)N1CCCCCNC(=O)CCC(=O)N2CCCCCNC(=O)CCC(=O)N(CCCCCN)O[Fe](O1)O2
cystrna	L-Cysteinyl-tRNA(Cys)	*CC1OC(n2cnc3c(N)ncnc32)C(OC(=O)C(N)CS)C1O
cytd	Cytidine	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1
dtdp4d6dg	DTDP-4-dehydro-6-deoxy-D-glucose	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](C)C(=O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
dtdp4d6dm	DTDP-4-dehydro-6-deoxy-L-mannose	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](C)C(=O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
fgam	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide	O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
dtdp	DTDP C10H13N2O11P2	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
dad_2	Deoxyadenosine	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1
dtdpglu	DTDPglucose	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
dtdprmn	DTDP-L-rhamnose	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
dad_5	5'-Deoxyadenosine	C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
fmettrna	N-Formylmethionyl-tRNA	*CC1OC(n2cnc3c(N)ncnc32)C(OC(=O)C(CCSC)NC=O)C1O
dtmp	DTMP C10H13N2O8P	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
fmn	FMN C17H19N4O9P	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
dadp	DADP C10H12N5O9P2	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O1
damp	DAMP C10H12N5O6P	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
fmnh2	Reduced FMN	Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1[nH]c(=O)[nH]c(=O)c1N2
for	Formate	O=C[O-]
dttp	DTTP C10H13N2O14P3	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
dudp	DUDP C9H11N2O11P2	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	[NH2+]=C(CNC=O)N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
dann	7,8-Diaminononanoate	C[C@H]([NH3+])[C@H]([NH3+])CCCCCC(=O)[O-]
dump	DUMP C9H11N2O8P	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
datp	DATP C10H12N5O12P3	Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O1
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1NC=O
frdp	Farnesyl diphosphate	CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
db4p	3,4-dihydroxy-2-butanone 4-phosphate	CC(=O)C(O)COP(=O)(O)O
dc2coa	Trans-Dec-2-enoyl-CoA	CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
fru	D-Fructose	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
duri	Deoxyuridine	O=c1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
dca	Decanoate (n-C10:0)	CCCCCCCCCC(=O)[O-]
frulys	Fructoselysine	[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-]
dutp	DUTP C9H11N2O14P3	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
dxyl5p	1-deoxy-D-xylulose 5-phosphate	CC(=O)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
frulysp	Fructoselysine Phosphate	[NH3+]C(CCCC[NH2+]C1OC(COP(=O)([O-])O)C(O)C(O)C1O)C(=O)[O-]
dcacoa	Decanoyl-CoA (n-C10:0CoA)	CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
dxyl	1-deoxy-D-xylulose	CC1(O)OCC(O)C1O
dcamp	N6-(1,2-Dicarboxyethyl)-AMP	O=C(O)C[C@H](Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O)C(=O)O
fruur	D-Fructuronate	O=C(O)[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
e4p	D-Erythrose 4-phosphate	O=C[C@H](O)[C@H](O)COP(=O)([O-])[O-]
dcdp	DCDP C9H12N3O10P2	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1
eca2und	(enterobacterial common antigen)x2 undecaprenyl-diphosphate	CC(=O)NC1C(C)OC(OC2C(C(=O)[O-])OC(OC3C(CO)OC(OC4C(O)C(OC5C(C(=O)[O-])OC(OC6C(CO)OC(OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(NC(C)=O)C6O)C(NC(C)=O)C5O)OC(C)C4NC(C)=O)C(NC(C)=O)C3O)C(NC(C)=O)C2O)C(O)C1O
dcmp	DCMP C9H12N3O7P	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)n1
eca3und	(enterobacterial common antigen)x3 undecaprenyl-diphosphate	CC(=O)NC1C(C)OC(OC2C(C(=O)[O-])OC(OC3C(CO)OC(OC4C(O)C(OC5C(C(=O)[O-])OC(OC6C(CO)OC(OC7C(O)C(OC8C(C(=O)[O-])OC(OC9C(CO)OC(OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(NC(C)=O)C9O)C(NC(C)=O)C8O)OC(C)C7NC(C)=O)C(NC(C)=O)C6O)C(NC(C)=O)C5O)OC(C)C4NC(C)=O)C(NC(C)=O)C3O)C(NC(C)=O)C2O)C(O)C1O
fuc__L	L-Fucose	C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
eca4colipa	(enterobacterial common antigen)x4 core oligosaccharide lipid A	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)([O-])O)C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(OC6OC(CO)C(O)C(O)C6OC6OC(COC7OC(C(O)COC8OC(CO)C(OC9OC(C(=O)[O-])C(OC%10OC(C)C(NC(C)=O)C(OC%11OC(CO)C(OC%12OC(C(=O)[O-])C(OC%13OC(C)C(NC(C)=O)C(OC%14OC(CO)C(OC%15OC(C(=O)[O-])C(OC%16OC(C)C(NC(C)=O)C(OC%17OC(CO)C(OC%18OC(C(=O)[O-])C(OC%19OC(C)C(NC(C)=O)C(O)C%19O)C(O)C%18NC(C)=O)C(O)C%17NC(C)=O)C%16O)C(O)C%15NC(C)=O)C(O)C%14NC(C)=O)C%13O)C(O)C%12NC(C)=O)C(O)C%11NC(C)=O)C%10O)C(O)C9NC(C)=O)C(O)C8NC(C)=O)C(O)C(O)C7O)C(O)C(O)C6O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)([O-])O
dctp	DCTP C9H12N3O13P3	Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)n1
eca4und	(enterobacterial common antigen)x4 undecaprenyl-diphosphate	CC(=O)NC1C(C)OC(OC2C(C(=O)[O-])OC(OC3C(CO)OC(OC4C(O)C(OC5C(C(=O)[O-])OC(OC6C(CO)OC(OC7C(O)C(OC8C(C(=O)[O-])OC(OC9C(CO)OC(OC%10C(O)C(OC%11C(C(=O)[O-])OC(OC%12C(CO)OC(OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C(NC(C)=O)C%12O)C(NC(C)=O)C%11O)OC(C)C%10NC(C)=O)C(NC(C)=O)C9O)C(NC(C)=O)C8O)OC(C)C7NC(C)=O)C(NC(C)=O)C6O)C(NC(C)=O)C5O)OC(C)C4NC(C)=O)C(NC(C)=O)C3O)C(NC(C)=O)C2O)C(O)C1O
dcyt	Deoxycytidine	Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
fum	Fumarate	O=C([O-])/C=C/C(=O)[O-]
eig3p	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]cn1
g1p	D-Glucose 1-phosphate	O=P([O-])([O-])OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
dd2coa	Trans-Dodec-2-enoyl-CoA	CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
enlipa	Phosphoethanolamine KDO(2)-lipid (A)	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)([O-])O)C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(O)C(O)C(C(CO)OP(=O)([O-])OCC[NH3+])O3)C(O)C(C(O)CO)O2)C1OP(=O)([O-])O
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)	*SC(=O)CCCCCCCCCCC
ddca	Dodecanoate (n-C12:0)	CCCCCCCCCCCC(=O)[O-]
g3p	Glyceraldehyde 3-phosphate	O=CC(O)COP(=O)(O)O
enter	Enterochelin	O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC(=O)[C@@H](NC(=O)c2cccc(O)c2O)COC1=O)c1cccc(O)c1[O-]
g3pc	Sn-Glycero-3-phosphocholine	C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO
ddcacoa	Dodecanoyl-CoA (n-C12:0CoA)	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
dgdp	DGDP C10H12N5O10P2	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
etha	Ethanolamine	[NH3+]CCO
g3pe	Sn-Glycero-3-phosphoethanolamine	NCCOP(=O)(O)OCC(O)CO
dgmp	DGMP C10H12N5O7P	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1
g3pg	Glycerophosphoglycerol	O=P([O-])(OCC(O)CO)OC[C@H](O)CO
ethso3	Ethanesulfonate	CCS(=O)(=O)[O-]
dgsn	Deoxyguanosine	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1
dgtp	DGTP C10H12N5O13P3	Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1
g3pi	Sn-Glycero-3-phospho-1-inositol	O=P([O-])(OC[C@H](O)CO)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O
etoh	Ethanol	CCO
dha	Dihydroxyacetone	O=C(CO)CO
g3ps	Glycerophosphoserine	[NH3+]C(COP(=O)([O-])OCC(O)CO)C(=O)[O-]
f1p	D-Fructose 1-phosphate	O=P([O-])([O-])OC[C@@]1(O)O[C@H](CO)[C@@H](O)[C@@H]1O
dhap	Dihydroxyacetone phosphate	O=C(CO)COP(=O)([O-])[O-]
f6p	D-Fructose 6-phosphate	O=P([O-])([O-])OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
g6p	D-Glucose 6-phosphate	O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
dhcinnm	2,3-dihydroxicinnamic acid	O=C(O)C=Cc1ccc(O)c(O)c1
dhf	7,8-Dihydrofolate	Nc1nc2c(c(=O)[nH]1)N=C(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
dhmptp	Dihydromonapterin-triphosphate	Nc1nc2c(c(=O)[nH]1)N=C([C@H](O)[C@@H](O)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])CN2
fad	Flavin adenine dinucleotide oxidized	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C
dhna	1,4-Dihydroxy-2-naphthoate	O=C([O-])c1cc(O)c2ccccc2c1O
gagicolipa	Galactosyl-glucosyl-inner core oligosaccharide lipid A	CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(OCC2OC(OP(=O)([O-])O)C(NC(=O)CC(O)CCCCCCCCCCC)C(OC(=O)CC(O)CCCCCCCCCCC)C2O)OC(COC2(C(=O)[O-])CC(OC3(C(=O)[O-])CC(OC4(C(=O)[O-])CC(O)C(O)C(C(O)CO)O4)C(OC4OC(C)C(O)C(O)C4O)C(C(O)CO)O3)C(OC3OC(C(O)CO)C(OP(=O)([O-])O)C(OC4OC(C(O)COC5OC(C(O)CO)C(O)C(O)C5O)C(OP(=O)([O-])O)C(OC5OC(COC6OC(CO)C(O)C(O)C6O)C(O)C(O)C5O)C4O)C3O)C(C(O)CO)O2)C1OP(=O)([O-])O
fadh2	Flavin adenine dinucleotide reduced	Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]1O)c1[nH]c(=O)[nH]c(=O)c1N2
gal1p	Alpha-D-Galactose 1-phosphate	O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
dhnpt	Dihydroneopterin	Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)CO)CN2
fald	Formaldehyde	C=O
dhor__S	(S)-Dihydroorotate	O=C1C[C@@H](C(=O)[O-])NC(=O)N1
dhpmp	Dihydroneopterin monophosphate	Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)([O-])O)CN2
dhpppn	3-(2,3-Dihydroxyphenyl)propanoate	O=C([O-])CCc1cccc(O)c1O
