Canonical_SMILES,Is_Starter,SourceDirectories
CCC(CC)[C@@]12O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](O)[C@@H]1OC2O[P@@](=O)(N[C@@H](C)C(O)OC)Oc1ccccc1,False,RemdesivirOnly_gen2
CCC(CC)[C@]12O[C@@](C#N)(c3ccc4c(N)ncnn34)[C@H](OC1O[P@@](=O)(N[C@@H](C)C(O)OC)Oc1ccccc1)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@@H]2O[C@@]21O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@]2(O)O[C@H]12,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@]2(C#N)c3c(cc4c(N)ncnn34)O[C@H]1[C@H]2O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@]2(C#N)c3c(cc4c(N)ncnn34)O[C@@H]2[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@](=O)(Oc3ccccc3)N[C@](C)(C(O)OC)O[C@H]1[C@@H](O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@](=O)(Oc3ccccc3)N[C@](C)(C(O)OC)O[C@H]([C@@H]1O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@]2(C#N)c3cc(c4c(N)ncnn34)O[C@H]1[C@H]2O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@]2(C#N)c3cc(c4c(N)ncnn34)O[C@@H]2[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@](=O)(Oc3ccccc3)N[C@H](C(O)OC)CO[C@H]1[C@@H](O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@](=O)(Oc3ccccc3)N[C@H](C(O)OC)CO[C@H]([C@@H]1O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc3ccccc3O[C@H]1[C@@H](O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc3ccccc3O[C@H]([C@@H]1O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@]2(C#N)c3ccc4c(N)nc(nn34)O[C@H]1[C@H]2O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@]2(C#N)c3ccc4c(N)nc(nn34)O[C@@H]2[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc3cccc(c3)O[C@H]1[C@@H](O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc3cccc(c3)O[C@H]([C@@H]1O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc3ccc(cc3)O[C@H]1[C@@H](O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc3ccc(cc3)O[C@H]([C@@H]1O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC1C(C)O[C@H]2[C@@H](O)[C@](C#N)(c3ccc4c(N)ncnn34)O[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc1ccccc1,False,RemdesivirOnly_gen2
CCC1C(C)O[C@@H]2[C@H](O)[C@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc1ccccc1)O[C@@]2(C#N)c1ccc2c(N)ncnn12,False,RemdesivirOnly_gen2
CCC1CCO[C@H]2[C@@H](O)[C@](C#N)(c3ccc4c(N)ncnn34)O[C@]12CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc1ccccc1,False,RemdesivirOnly_gen2
CCC1CCO[C@@H]2[C@H](O)[C@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc1ccccc1)O[C@@]2(C#N)c1ccc2c(N)ncnn12,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@](=O)(Oc2ccccc2)[N+]2=C(OC)[C@@H]2C)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(=O)OC)O[C@H]1[C@@H](O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@]12CO[P@@](=O)(N[C@@H](C)C(=O)OC)O[C@H]([C@@H]1O)[C@](C#N)(c1ccc3c(N)ncnn13)O2,False,RemdesivirOnly_gen2
CCC(CC)[C@@]12CO[P@](=O)(Oc3ccccc3)N([C@@H](C)C(=O)OC)c3ncnn4c(ccc34)[C@](C#N)(O1)[C@H](O)[C@@H]2O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OP(=O)(O)O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OP(=O)(O)O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)COC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OC,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@](=O)(Oc2ccccc2)N(C)[C@@H](C)C(=O)OC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(C)(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(NC(C)(C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](CC)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(C(C)C)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)O)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2CC=C(C)C)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2cccc(CC=C(C)C)c2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccc(CC=C(C)C)cc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@](=O)(Oc2ccccc2)N(C(C)=O)[C@@H](C)C(=O)OC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(NC(C)=O)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1OC(C)=O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](OC(C)=O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@](C)(C(C)=O)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2C(=O)O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2cccc(C(=O)O)c2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccc(C(=O)O)cc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](CC(=O)O)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@](C)(C(=O)O)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)(C(=O)O)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(C(C)C(=O)O)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CCC(=O)O)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@](C)(C(=O)O)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2cccc(O)c2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccc(O)cc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)(C#N)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(N)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@](=O)(Oc2ccccc2)N(C(N)=O)[C@@H](C)C(=O)OC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC(C=O)=CC=CC=O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC(=O)C=CC=CC=O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(O)(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@](C)(O)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](CO)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(C(C)O)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CCO)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)OC(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC2(O)C=CC=CC2O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC2=CC=CC(O)C2O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC2=CC(O)C(O)C=C2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(C=O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC2=CC3OC3C=C2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC2=CC=CC3OC23)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OC23C=CC=CC2O3)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)OP(=O)(O)O)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@](=O)(O)N[C@@H](C)C(=O)OC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(O)(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@](C)(O)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](CO)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(C(C)O)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CCO)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCN[P@](=O)(OC[C@]1(C(CC)CC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(C)=O)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC=O)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(C(=O)O[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1Oc1ccccc1,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](Oc2ccccc2)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O[P@@](=O)(N[C@@H](C)C(=O)OC)Oc1ccccc1,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@](=O)(Oc2ccccc2)N([C@@H](C)C(=O)OC)[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N[P@@](=O)(N[C@@H](C)C(=O)OC)Oc4ccccc4)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@](=O)(Oc2ccccc2)N(c2ccccc2)[C@@H](C)C(=O)OC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC[C@H](N[P@](=O)(OC[C@]1(C(CC)CC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1)C(=O)OC,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](CC(=O)OC)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(NCC(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(C)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCCOC(=O)[C@H](C)N[P@](=O)(OC[C@]1(C(CC)CC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OCC(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCOC(=O)[C@H](C)N[P@](=O)(OC[C@]1(C(CC)CC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,False,RemdesivirOnly_gen2
CCC(CC)(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)(C(=O)OC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(C(CC)O[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(C(O[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)C(=O)OC)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(C(C)O[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@]1(O)CC,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@]1(O)C(=O)OC,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@]1(C)O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](O)(CC)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](O)(C(=O)OC)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@@](C)(O)[C@@H]1O,False,RemdesivirOnly_gen2
CCc1cc2c(N)ncnn2c1[C@]1(C#N)O[C@](CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)(C(CC)CC)[C@@H](O)[C@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2c(C(=O)OC)cc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2c(C)cc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(N[C@@](C)(CC)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCC(CC)[C@@]1(CO[P@@](=O)(NC(C)(C(=O)OC)C(=O)OC)Oc2ccccc2)O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O,False,RemdesivirOnly_gen2
CCc1cc([C@]2(C#N)O[C@](CO[P@@](=O)(N[C@@H](C)C(=O)OC)Oc3ccccc3)(C(CC)CC)[C@@H](O)[C@H]2O)n2ncnc(N)c12,False,RemdesivirOnly_gen2
