DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key,Canonical_SMILES
DB00468,APRD00563 | DB16478,Quinine,130-95-0,A7V27PHC7A,"(-)-Quinine | (−)-quinine | (8S,9R)-quinine | (R)-(−)-quinine | (R)-(6-methoxyquinolin-4-yl)((2S,4S,8R)-8-vinylquinuclidin-2-yl)methanol | 6'-Methoxycinchonidine | Chinin | Chinine | Chininum | GLS-1200 | Quinina | Quinine",LOUPRKONTZGTKE-WZBLMQSHSA-N,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
DB00469,APRD00011,Tenoxicam,59804-37-4,Z1R9N0A399,Tenoxicam | Ténoxicam | Tenoxicamum,LZNWYQJJBLGYLT-UHFFFAOYSA-N,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
DB00470,APRD00571,Dronabinol,1972-08-3,7J8897W37S,".DELTA.1-THC | (-)-delta9-trans-Tetrahydrocannabinol | 1-trans-delta-9-Tetrahydrocannabinol | 3-Pentyl-6,6,9-trimethyl-6a,7,8,10a-tetrahydro-6H-dibenzo(b,d)pyran-1-ol | 6,6,9-Trimethyl-3-pentyl-6a,7,8,10a-tetrahydro-6H-benzo[c]chromen-1-ol | delta 9-tetrahydrocannabinol | delta-9-tetrahydrocannabinol | delta-9-THC | delta(1)-tetrahydrocannabinol | delta(9)-THC | delta9-tetrahydrocannabinol | Dronabinol | Dronabinolum | Tetrahydrocannabinol | THC | Δ9-tetrahydrocannabinol",CYQFCXCEBYINGO-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
DB00471,APRD00434,Montelukast,158966-92-8,MHM278SD3E,(R-(E))-1-(((1-(3-(2-(7-Chloro-2-quinolinyl)ethenyl)phenyl)-3-(2-(1-hydroxy-1-methylethyl)phenyl)propyl)thio)methyl)cyclopropaneacetic acid | 1-[[[(1 R)-1-[3-[(1E)-2-(7-chloro-2-quinolinyl)ethenyl] phenyl]-3-[2-(1-hydroxy-1-methylethyl)phenyl]propyl]sulfanyl]methyl]cyclopropaneacetic acid | Montelukast | Montélukast | Montelukastum,UCHDWCPVSPXUMX-TZIWLTJVSA-N,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
DB00472,APRD00530,Fluoxetine,54910-89-3,01K63SUP8D,"(+-)-N-Methyl-3-phenyl-3-((alpha,alpha,alpha-trifluoro-P-tolyl)oxy)propylamine | (+-)-N-Methyl-gamma-(4-(trifluoromethyl)phenoxy)benzenepropanamine | Fluoxetin | Fluoxetina | Fluoxetine | Fluoxétine | Fluoxetinum",RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
DB00473,APRD01014,Hexylcaine,532-77-4,511IU0826Z,Hexilcaina | Hexylcaine | Hexylcainum,DKLKMKYDWHYZTD-UHFFFAOYSA-N,CC(CNC1CCCCC1)OC(=O)c1ccccc1
DB00474,APRD00058,Methohexital,151-83-7,E5B8ND5IPE,"(±)-5-allyl-1-methyl-5-(1-methyl-2-pentynyl)barbituric acid | 5-allyl-1-methyl-5-(1-methyl-2-pentynyl)-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-Allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione | 5-Allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid | Methohexital | Methohexitalum | Methohexitone | Metohexital | α-DL-1-methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid",NZXKDOXHBHYTKP-UHFFFAOYSA-N,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
DB00475,APRD00682,Chlordiazepoxide,58-25-3,6RZ6XEZ3CR,"7-chloro-2-methylamino-5-phenyl-3H-1,4-benzodiazepin-4-oxide | CDP | Chloradiazepoxide | Chlordiazepoxide | Chlordiazepoxidum | Clopoxide | Clordiazepóxido | Methaminodiazepoxide",ANTSCNMPPGJYLG-UHFFFAOYSA-N,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00476,APRD00060,Duloxetine,116539-59-4,O5TNM5N07U,(3S)-N-methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine | (S)-duloxetine | Duloxetina | Duloxetine,ZEUITGRIYCTCEM-KRWDZBQOSA-N,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
DB00477,APRD00482,Chlorpromazine,50-53-3,U42B7VYA4P,"3-(2-chloro-10H-phenothiazin-10-yl)-N,N-dimethyl-1-propanamine | 3-(2-chlorophenothiazin-10-yl)-N,N-dimethyl-propan-1-amine | Chlorpromazine | Chlorpromazinum | Clorpromazina | CPZ | N-(3-dimethylaminopropyl)-3-chlorophenothiazine",ZPEIMTDSQAKGNT-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00478,APRD01219,Rimantadine,13392-28-4,0T2EF4JQTU,alpha-Methyl-1-adamantanemethylamine | alpha-Methyladamantanemethylamine | Rimantadina | Rimantadine | Rimantadinum,UBCHPRBFMUDMNC-UHFFFAOYSA-N,CC(N)C12CC3CC(CC(C3)C1)C2
DB00479,APRD00550,Amikacin,37517-28-5,84319SGC3C,"1-N-(L(−)-γ-amino-α-hydroxybutyryl)kanamycin A | Amikacin | Amikacina | Amikacine | Amikacinum | D-STREPTAMINE, O-3-AMINO-3-DEOXY-.ALPHA.-D-GLUCOPYRANOSYL-(1->6)-O-(6-AMINO-6-DEOXY-.ALPHA.-D-GLUCOPYRANOSYL-(1->4))-N(SUP 1)-(4-AMINO-2-HYDROXY-1-OXOBUTYL)-2-DEOXY-, (S)- | encochleated amikacin | O-3-AMINO-3-DEOXY-.ALPHA.-D-GLUCOPYRANOSYL-(1->4)-O-(6-AMINO-6-DEOXY-.ALPHA.-D-GLUCOPYRANOSYL-(1->6))-N(SUP 3)-(4-AMINO-L-2-HYDROXYBUTYRYL)-2-DEOXY-L-STREPTAMINE",LKCWBDHBTVXHDL-RMDFUYIESA-N,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
DB00480,APRD01303,Lenalidomide,191732-72-6,F0P408N6V4,"1-oxo-2-(2,6-dioxopiperidin-3-yl)-4-aminoisoindoline | 3-(4-Amino-1-oxoisoindolin-2-yl)piperidine-2,6-dione | Lena | Lenalidomida | Lenalidomide",GOTYRUGSSMKFNF-UHFFFAOYSA-N,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00481,APRD00400,Raloxifene,84449-90-1,YX9162EO3I,(2-(4-Hydroxyphenyl)-6-hydroxybenzo(b)thien-3-yl)(4-(2-(1-piperidinyl)ethoxy)phenyl)methanone | Raloxifène | Raloxifene | Raloxifeno | Raloxifenum,GZUITABIAKMVPG-UHFFFAOYSA-N,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DB00482,APRD00373,Celecoxib,169590-42-5,JCX84Q7J1L,Celecoxib | Célécoxib | Celecoxibum | p-(5-p-Tolyl-3-(trifluoromethyl)pyrazol-1-yl)benzenesulfonamide,RZEKVGVHFLEQIL-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00483,APRD00712,Gallamine triethiodide,65-29-2,Q3254X40X2,Gallamin triethiodid | Gallamine triethiodide | Gallamini Triethiodidum | Triéthiodure de Gallamine | Trietioduro de galamina,REEUVFCVXKWOFE-UHFFFAOYSA-K,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00484,APRD00034,Brimonidine,59803-98-4,E6GNX3HHTE,5-Bromo-6-(2-imidazolin-2-ylamino)quinoxaline | Brimonidina | Brimonidine | Brimonidinum | Bromoxidine,XYLJNLCSTIOKRM-UHFFFAOYSA-N,Brc1c(NC2=NCCN2)ccc2nccnc12
DB00485,APRD00916,Dicloxacillin,3116-76-5,COF19H7WBK,"(2S,5R,6R)-6-({[3-(2,6-dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid | Dicloxacilina | Dicloxacillin | Dicloxacillina | Dicloxacilline | Dicloxacillinum",YFAGHNZHGGCZAX-JKIFEVAISA-N,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
DB00486,APRD01127,Nabilone,51022-71-0,2N4O9L084N,Nabilon | Nabilona | Nabilone | Nabilonum,GECBBEABIDMGGL-RTBURBONSA-N,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
DB00487,APRD00108,Pefloxacin,70458-92-3,2H52Z9F2Q5,Pefloxacin | Pefloxacine | Pefloxacino | Pefloxacinum | PFLX,FHFYDNQZQSQIAI-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
DB00488,APRD00652,Altretamine,645-05-6,Q8BIH59O7H,"2,4,6-tris(dimethylamino)-1,3,5-triazine | 2,4,6-tris(dimethylamino)-s-triazine | Altretamin | Altretamina | Altretamine | Altrétamine | Altretaminum | Hexamethylmelamine | HMM",UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)c1nc(N(C)C)nc(N(C)C)n1
DB00489,APRD01230,Sotalol,3930-20-9,A6D97U294I,4'-(1-hydroxy-2-(isopropylamino)ethyl)methane sulfonanilide | Sotalol | Sotalolo | Sotalolum | β-cardone,ZBMZVLHSJCTVON-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
DB00490,APRD00222,Buspirone,36505-84-7,TK65WKS8HL,"8-(4-(4-(2-Pyrimidinyl)-1-piperizinyl)butyl)-8-azaspiro(4,5)decane-7,9-dione | Buspiron | Buspirona | Buspirone | Buspironum",QWCRAEMEVRGPNT-UHFFFAOYSA-N,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00491,APRD01117,Miglitol,72432-03-2,0V5436JAQW,Miglitol | Miglitolum,IBAQFPQHRJAVAV-ULAWRXDQSA-N,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00492,APRD00526,Fosinopril,98048-97-6,R43D2573WO,Fosenopril | Fosinopril,BIDNLKIUORFRQP-FLODCBCLSA-N,CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
DB00493,APRD00854,Cefotaxime,63527-52-6,N2GI8B1GK7,"(6R,7R,Z)-3-(acetoxymethyl)-7-(2-(2-aminothiazol-4-yl)-2-(methoxyimino)acetamido)-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid | (6R,7R)-3-(acetoxymethyl)-7-{[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(methoxyimino)acetyl]amino}-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | (6R,7R)-3-Acetoxymethyl-7-{2-(2-amino-thiazol-4-yl)-2-[(Z)-methoxyimino]-acetylamino}-8-oxo-5-thia-1-aza-bicyclo[4.2.0]oct-2-ene-2-carboxylic acid | Cefotaxim | Cefotaxima | Cefotaxime | Céfotaxime | Cefotaximum | Cephotaxime",GPRBEKHLDVQUJE-QSWIMTSFSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00494,APRD00416,Entacapone,130929-57-6,4975G9NM6T,"(E)-alpha-Cyano-N,N-diethyl-3,4-dihydroxy-5-nitrocinnamamide | Entacapona | Entacapone | Entacaponum | N,N-diethyl-2-cyano-3-(3,4-dihydroxy-5-nitrophenyl) acrylamide",JRURYQJSLYLRLN-BJMVGYQFSA-N,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
DB00495,APRD00449,Zidovudine,30516-87-1,4B9XT59T7S,Azidothymidine | AZT | ZDV | Zidovudina | Zidovudine | Zidovudinum,HBOMLICNUCNMMY-XLPZGREQSA-N,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
DB00496,APRD00903,Darifenacin,133099-04-4,APG9819VLM,"(S)-1-(2-(2,3-dihydro-5-benzofuranyl)ethyl)-α,α-diphenyl-3-pyrrolidineacetamide | Darifenacin | Darifenacina | Darifénacine | Darifenacinum",HXGBXQDTNZMWGS-RUZDIDTESA-N,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00497,APRD00387,Oxycodone,76-42-6,CD35PMG570,"(-)-14-Hydroxydihydrocodeinone | 4,5-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one | 4,5alpha-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one | 4,5α-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one | Dihydro-14-hydroxycodeinone | Dihydrohydroxycodeinone | Dihydroxycodeinone | Oxicodona | Oxycodone | Oxycodonum",BRUQQQPBMZOVGD-XFKAJCMBSA-N,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
DB00498,APRD00166,Phenindione,83-12-5,5M7Y6274ZE,"2-phenyl-1,3-diketohydrindene | 2-Phenyl-1,3-indandione | 2-phenyl-1,3(2H)-Indenedione | Fenindiona | Fenindione | Phenindion | Phénindione | Phenindione | Phenindionum | PID",NFBAXHOPROOJAW-UHFFFAOYSA-N,O=C1c2ccccc2C(=O)C1c1ccccc1
DB00499,APRD00984,Flutamide,13311-84-7,76W6J0943E,"4'-nitro-3'-trifluoromethylisobutyranilide | Flutamid | Flutamida | Flutamide | Flutamidum | FTA | NFBA | Niftolid | Niftolide | α,α,α-trifluoro-2-methyl-4'-nitro-m-propionotoluidide",MKXKFYHWDHIYRV-UHFFFAOYSA-N,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DB00500,APRD01268,Tolmetin,26171-23-3,D8K2JPN18B,1-Methyl-5-(4-methylbenzoyl)-pyrrole-2-acetic acid | 1-Methyl-5-p-toluoylpyrrole-2-acetic acid | 5-(p-Toluoyl)-1-methylpyrrole-2-acetic acid | Tolmetin | Tolmetina | Tolmétine | Tolmetino | Tolmetinum,UPSPUYADGBWSHF-UHFFFAOYSA-N,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
DB00501,APRD00568,Cimetidine,51481-61-9,80061L1WGD,1-Cyano-2-methyl-3-(2-(((5-methyl-4-imidazolyl)methyl)thio)ethyl)guanidine | 2-cyano-1-methyl-3-(2-(((5-methylimidazol-4-yl)methyl)thio)ethyl)guanidine | Cimetidin | Cimetidina | Cimétidine | Cimetidine | Cimetidinum | N-cyano-N'-methyl-N''-(2-([(5-methyl-1H-imidazol-4-yl)methyl]sulfanyl)ethyl)guanidine | N''-cyano-N-methyl-N'-(2-{[(5-methyl-1H-imidazol-4-yl)methyl]thio}ethyl)guanidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,CN/C(=N/C#N)NCCSCc1nc[nH]c1C
DB00502,APRD00538,Haloperidol,52-86-8,J6292F8L3D,1-(3-p-fluorobenzoylpropyl)-4-p-chlorophenyl-4-hydroxypiperidine | 4-(4-(para-chlorophenyl)-4-hydroxypiperidino)-4'-fluorobutyrophenone | 4-[4-(4-chlorophenyl)-4-hydroxy-1-piperidyl]-1-(4-fluorophenyl)-butan-1-one | 4'-fluoro-4-(4-(p-chlorophenyl)-4-hydroxypiperidinyl)butyrophenone | 4'-fluoro-4-(4-hydroxy-4-(4'-chlorophenyl)piperidino)butyrophenone | Haloperidol | Haloperidolum | γ-(4-(p-chlorophenyl)-4-hydroxpiperidino)-p-fluorbutyrophenone,LNEPOXFFQSENCJ-UHFFFAOYSA-N,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00503,APRD00312,Ritonavir,155213-67-5,O3J8G9O825,Ritonavir | Ritonavirum,NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
DB00504,APRD00733,Levallorphan,152-02-3,353613BU4U,Levallofano | Levallorphan | Lévallorphane | Levallorphanum | Levalorfano,OZYUPQUCAUTOBP-QXAKKESOSA-N,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
DB00505,APRD00286,Tridihexethyl,60-49-1,7HE50A367X,Tridihexethyl,NPRHVSBSZMAEIN-UHFFFAOYSA-N,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DB00507,APRD00558,Nitazoxanide,55981-09-4,SOA12P041N,Nitaxozanid | Nitaxozanide | Nitazoxanida | Nitazoxanide | Nitazoxanidum,YQNQNVDNTFHQSW-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
DB00508,APRD00465,Triflupromazine,146-54-3,RO16TQF95Y,10-(3-(Dimethylamino)propyl)-2-(trifluoromethyl)phenothiazine | 2-(Trifluoromethyl)promazine | 2-Trifluoromethyl-10-(gamma-dimethylaminopropyl)phenothiazine | Fluopromazine | Triflupromazin | Triflupromazina | Triflupromazine | Triflupromazinum,XSCGXQMFQXDFCW-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
DB00509,APRD00911,Dextrothyroxine,51-49-0,4W9K63FION,"D-thyroxine | Dextrothyroxine | Dextrothyroxinum | O-(4-hydroxy-3,5-diiodophenyl)-3,5-diiodo-D-tyrosine",XUIIKFGFIJCVMT-GFCCVEGCSA-N,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00511,APRD01334,Acetyldigitoxin,1111-39-3,0ZV4Q4L2FU,Acetildigitoxina | Acetyl-digitoxin-alpha | Acetyldiginatin | Acetyldigitoxin | Acetyldigitoxinum | Acetylgitoxin | alpha-Acetyldigitoxin | alpha-Acetylgitaloxin | alpha-Monoacetyldigitoxin | Desglucolanatoside A | Digitoxin 3'''-acetate,HPMZBILYSWLILX-UMDUKNJSSA-N,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O
DB00512,APRD01287 | EXPT03217,Vancomycin,1404-90-6,6Q205EH1VU,Vancomicina | Vancomycin | Vancomycine | Vancomycinum,MYPYJXKWCTUITO-LYRMYLQWSA-N,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
DB00513,APRD00791 | EXPT00408 | EXPT00461 | DB04134,Aminocaproic acid,60-32-2,U6F3787206,6-Aminocaproic acid | 6-aminohexanoic acid | Acide aminocaproïque | Ácido aminocapróico | acidum aminocaproicum | Aminocaproic acid | Aminocapronsäure | EACA | EACS | Epsilcapramine | Epsilon Aminocaproic Acid | Epsilon-Aminocaproic acid | epsilon-Aminohexanoic acid | omega-Aminocaproic acid | omega-Aminohexanoic acid,SLXKOJJOQWFEFD-UHFFFAOYSA-N,NCCCCCC(=O)O
DB00514,APRD00655,Dextromethorphan,125-71-3,7355X3ROTS,(+)-dextromethorphan | D-methorphan | delta-Methorphan | Dex | Dextromethorfan | Dextromethorphan | Dextromethorphan polistirex | Dextrométhorphane | Dextromethorphanum | Dextrometorfano | DM,MKXZASYAUGDDCJ-NJAFHUGGSA-N,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
DB00515,APRD00359,Cisplatin,15663-27-1,Q20Q21Q62J,"(SP-4-2)-DIAMMINEDICHLOROPLATINUM | CDDP | Cis-DDP | CIS-DIAMMINEDICHLOROPLATINUM | CIS-DIAMMINEDICHLOROPLATINUM II | cis-diamminedichloroplatinum(II) | Cis-platinum | Cisplantin | Cisplatin | Cisplatine | cisplatino | Cisplatinum | INT-230-6 COMPONENT CISPLATIN | INT230-6 COMPONENT CISPLATIN | Peyrone's Chloride | Peyrone's Salt | PLATINUM, DIAMMINEDICHLORO-, (SP-4-2)-",LXZZYRPGZAFOLE-UHFFFAOYSA-L,N[Pt](N)(Cl)Cl
DB00517,APRD00800,Anisotropine methylbromide,80-50-2,62M960DHIL,"8-Methyl-3-(2-propylpentanoyloxy)tropinium bromide | 8-Methyltropinium bromide 2-propylpentanoate | 8-Methyltropinium bromide 2-propylvalerate | Anisotropine methobromide | Anisotropine methylbromide | endo-8,8-Dimethyl-3-((1-oxo-2-propylpentyl)oxy)-8-azoniabicyclo(3.2.1)octane bromide | Méthylbromure d'octatropine | Methyloctatropine bromide | Metilbromuro de octatropina | Octatropine methylbromide | Octatropini methylbromidum",QSFKGMJOKUZAJM-UHFFFAOYSA-M,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]
DB00518,APRD00782,Albendazole,54965-21-8,F4216019LN,(5-(propylthio)-1H-benzimidazol-2-yl)carbamic acid methyl ester | 5-(propylthio)-2-carbomethoxyaminobenzimidazole | Albendazol | Albendazole | Albendazolum | Eskazole | O-methyl N-(5-(propylthio)-2-benzimidazolyl)carbamate | Proftril,HXHWSAZORRCQMX-UHFFFAOYSA-N,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
DB00519,APRD01269,Trandolapril,87679-37-6,1T0N3G9CRC,Trandolapril | Trandolaprilum,VXFJYXUZANRPDJ-WTNASJBWSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
DB00520,APRD00199,Caspofungin,162808-62-0,F0XDI6ZL63,"(4R,5S)-5-((2-Aminoethyl)amino)-N(sup 2)-(10,12-dimethyltetradecanoyl)-4-hydroxy-L-ornithyl-L-threonyl-trans-4-hydroxy-L-prolyl-(S)-4-hydroxy-4-(p-hydroxyphenyl)-L-threonyl-threo-3-hydroxy-L-ornithyl-trans-3-hydroxy-L-proline cyclic (6-1)-peptide | Caspofungin | Caspofungina",JYIKNQVWKBUSNH-WVDDFWQHSA-N,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O
DB00521,APRD00195,Carteolol,51781-06-7,8NF31401XG,Carteolol | Cartéolol | Carteololum,LWAFSWPYPHEXKX-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
DB00522,APRD00818,Bentiromide,37106-97-1,239IF5W61J,Bentiromide | Bentiromido | Bentiromidum | BTPABA | PFT,SPPTWHFVYKCNNK-FQEVSTJZSA-N,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
DB00523,APRD00017,Alitretinoin,5300-03-8,1UA8E65KDZ,"(2E,4E,6Z,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid | (7E,9Z,11E,13E)-retinoic acid | 9-cis-retinoic acid | 9-cis-Tretinoin | 9(Z)-Retinoic acid | Alitretinoin | Alitretinoína | Alitrétinoïne | Alitretinoinum",SHGAZHPCJJPHSC-ZVCIMWCZSA-N,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
DB00524,APRD01109,Metolazone,17560-51-9,TZ7V40X7VX,"2-Methyl-3-o-tolyl-6-sulfamyl-7-chloro-1,2,3,4-tetrahydro-4-quinazolinone | 7-Chloro-1,2,3,4-tetrahydro-2-methyl-3-(2-methylphenyl)-4-oxo-6-quinazolinesulfonamide | 7-Chloro-1,2,3,4-tetrahydro-2-methyl-4-oxo-3-o-tolyl-6-quinazolinesulfonamide | Metolazon | Metolazona | Métolazone | Metolazone | Metolazonum",AQCHWTWZEMGIFD-UHFFFAOYSA-N,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
DB00525,APRD01607,Tolnaftate,2398-96-1,06KB629TKV,"2-Naphthyl N-methyl-N-(3-tolyl)thionocarbamate | m,N-Dimethylthiocarbanilic acid O-2-naphthyl ester | Methyl (3-methylphenyl)carbamothioic acid O-2-naphthalenyl ester | N-methyl-N-(3-methylphenyl)-1-(naphthalen-2-yloxy)methanethioamide | O-2-Naphthyl m,N-dimethylthiocarbanilate | Tolnaftate | Tolnaftato | Tolnaftatum | Tolnaphthate",FUSNMLFNXJSCDI-UHFFFAOYSA-N,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
DB00526,APRD00186,Oxaliplatin,61825-94-3,04ZR38536J,"(SP-4-2-(1R-TRANS))-(1,2-CYCLOHEXANEDIAMINE-N,N')(ETHANEDIOATO(2-)-O,O')PLATINUM | Diaminocyclohexane Oxalatoplatinum | L-OHP | LOHP | Oxalatoplatin | Oxalatoplatinum | Oxaliplatin | oxaliplatine | oxaliplatino | oxaliplatinum | PLATINUM, ((1R,2R)-1,2-CYCLOHEXANEDIAMINE-.KAPPA.N,.KAPPA.N')(ETHANEDIOATO(2-)-.KAPPA.O1,.KAPPA.O2)-, (SP-4-2)- | Xaliplatin",ZROHGHOFXNOHSO-BNTLRKBRSA-L,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
