DrugBank ID,Accession Numbers,Common name,CAS,UNII,Synonyms,Standard InChI Key,Canonical_SMILES
DB00415,APRD00320,Ampicillin,69-53-4,7C782967RD,"ABPC | Aminobenzylpenicillin | Ampicilina | Ampicillin | Ampicillin (anhydrous) | Ampicillin acid | Ampicillin anhydrous | Ampicillin, anhydrous | Ampicilline | Ampicillinum | Anhydrous ampicillin | AP | D-(−)-6-(α-aminophenylacetamido)penicillanic acid | D-(−)-ampicillin",AVKUERGKIZMTKX-NJBDSQKTSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00416,APRD01318,Metocurine iodide,7601-55-0,O0U0E87X7F,Dimethyl tubocurarine iodide | Dimethylchondrocurarine iodide | Dimethyltubocurarinium iodide | Metocurine iodide | Metocurini iodidum | Metubine iodide,DIGFQJFCDPKEPF-OIUSMDOTSA-L,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-]
DB00417,APRD00423 | DB08415,Phenoxymethylpenicillin,87-08-1,Z61I075U2W,"(2S,5R,6R)-3,3-DIMETHYL-7-OXO-6-(2-PHENOXYACETAMIDO)-4-THIA-1- AZABICYCLO(3.2.0)HEPTANE-2-CARBOXYLIC ACID | (2S,5R,6R)-3,3-dimethyl-7-oxo-6-[(phenoxyacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid | 6-phenoxyacetamidopenicillanic acid | Fenoximetilpenicilina | Oracillin | Penicillin Phenoxymethyl | Penicillin V | Penicillin-V | Phenoxomethylpenicillin | Phenoxymethyl Penicillin | Phenoxymethylenepenicillinic acid | Phenoxymethylpenicillin | Phénoxyméthylpénicilline | Phenoxymethylpenicillinum | PV",BPLBGHOLXOTWMN-MBNYWOFBSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00418,APRD00497,Secobarbital,76-73-3,1P7H87IN75,"(±)-secobarbital | 5-(1-methylbutyl)-5-(2-propenyl)-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-allyl-5-(1-methylbutyl)-2,4,6(1H,3H,5H)-pyrimidinetrione | 5-allyl-5-(1-methylbutyl)barbituric acid | 5-allyl-5-(1-methylbutyl)pyrimidine-2,4,6(1H,3H,5H)-trione | Quinalbarbitone | Secobarbital | Secobarbitalum | Secobarbitone",KQPKPCNLIDLUMF-UHFFFAOYSA-N,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
DB00419,APRD01118,Miglustat,72599-27-0,ADN3S497AZ,"1,5-(butylimino)-1,5-dideoxy, D-glucitol | AT2221 | BuDNJ | Butyldeoxynojirimycin | Miglustat | Miglustatum | N-(n-Butyl)deoxynojirimycin | n-Butyl deoxynojirimycin | N-butyl-1-deoxynojirimycin | N-butyl-deoxynojirimycin | N-Butylmoranoline | NB-DNJ",UQRORFVVSGFNRO-UTINFBMNSA-N,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00420,APRD00358,Promazine,58-40-2,O9M39HTM5W,"10-(3-(Dimethylamino)propyl)phenothiazine | N-(3-Dimethylaminopropyl)phenothiazine | N-Dimethylamino-1-methylethyl thiodiphenylamine | N,N-dimethyl-3-(10H-phenothiazin-10-yl)-propan-1-amine | Promazin | Promazina | Promazine | Promazinum",ZGUGWUXLJSTTMA-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccccc21
DB00421,APRD01234,Spironolactone,52-01-7,27O7W4T232,Espironolactona | Spironolactone | Spironolactonum | Spironolattone,LXMSZDCAJNLERA-ZHYRCANASA-N,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
DB00422,APRD00657,Methylphenidate,113-45-1,207ZZ9QZ49,Methyl phenidylacetate | methyl phenyl(piperidin-2-yl)acetate | methyl α-phenyl-α-(2-piperidyl)acetate | methyl α-phenyl-α-2-piperidinylacetate | Methylphenidan | Methylphenidate | Methylphenidatum | Metilfenidato | MPH | α-phenyl-2-piperidineacetic acid methyl ester,DUGOZIWVEXMGBE-UHFFFAOYSA-N,COC(=O)C(c1ccccc1)C1CCCCN1
DB00423,APRD01102,Methocarbamol,532-03-6,125OD7737X,(RS)-2-hydroxy-3-(2-methoxyphenoxy)propyl carbamate | Methocarbamol | Méthocarbamol | Methocarbamolum | Metocarbamol | Metocarbamolo,GNXFOGHNGIVQEH-UHFFFAOYSA-N,COc1ccccc1OCC(O)COC(N)=O
DB00424,APRD00607,Hyoscyamine,101-31-5,PX44XO846X,(−)-atropine | (−)-hyoscyamine | (S)-(−)-hyoscyamine | (S)-atropine | [3(S)-endo]-α-(hydroxymethyl)benzeneacetic acid 8-methyl-8-azabicyclo[3.2.1]oct-3-yl ester | Daturin | Daturine | Duboisine | Hyoscyamin | Hyoscyamine | Hyoscyaminum | L-Hyoscyamine | L-Tropine tropate | Tropine-L-tropate,RKUNBYITZUJHSG-FXUDXRNXSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2
DB00425,APRD00095,Zolpidem,82626-48-0,7K383OQI23,"N,N,6-Trimethyl-2-(4-methylphenyl)imidazo(1,2-a)pyridine-3-acetamide | Zolpidem | Zolpidemum",ZAFYATHCZYHLPB-UHFFFAOYSA-N,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
DB00426,APRD00600,Famciclovir,104227-87-4,QIC03ANI02,"2-(2-(2-amino-9H-purin-9-yl)ethyl)-1,3-propanediol diacetate | 9-[4-acetoxy-3-(acetoxymethyl)but-1-yl]-2-aminopurine | acetic acid 2-acetoxymethyl-4-(2-amino-purin-9-yl)-butyl ester | Famciclovir | Famciclovirum | FCV",GGXKWVWZWMLJEH-UHFFFAOYSA-N,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
DB00427,APRD00306,Triprolidine,486-12-4,2L8T9S52QM,(E)-2-[3-(1-pyrrolidinyl)-1-p-toluenepropenyl]pyridine | trans-1-(2-pyridyl)-3-pyrrolidino-1-p-tolylprop-1-ene | trans-1-(4-methylphenyl)-1-(2-pyridyl)-3-pyrrolidinoprop-1-ene | Tripolidina | Triprolidin | Triprolidina | Triprolidine | Triprolidinum,CBEQULMOCCWAQT-WOJGMQOQSA-N,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
DB00428,APRD00209,Streptozocin,18883-66-4,5W494URQ81,"1-METHYL-1-NITROSO-3-((2R,3R,4S,5R)-3,4,5,6-TETRAHYDROXY-1-OXOHEXAN-2-YL)UREA | 1-METHYL-1-NITROSO-3-((3R,4R,5S,6R)-2,4,5-TRIHYDROXY-6-(HYDROXYMETHYL)TETRAHYDRO-2H-PYRAN-3-YL)UREA | 2-Deoxy-2-(((methylnitrosoamino)carbonyl)amino)-D-glucopyranose | 2-Deoxy-2-(3-methyl-3-nitrosoureido)-D-glucopyranose | D-GLUCOPYRANOSE, 2-DEOXY-2-(((METHYLNITROSOAMINO)CARBONYL)AMINO)- | Estreptozocina | N-D-Glucosyl-(2)-N'-nitrosomethylharnstoff | N-D-Glucosyl-(2)-N'-nitrosomethylurea | Streptozocin | Streptozocine | Streptozocinium | Streptozocinum | Streptozotocin",AGRCPNMCOXLKFO-BDVNFPICSA-N,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00429,APRD00847,Carboprost tromethamine,58551-69-2,U4526F86FJ,"(15S)-15-methyl-PGF2α tromethamine salt | (15S)-15-methylprostaglandin F2α tromethamine | 1,3-dihydroxy-2-(hydroxymethyl)propan-2-aminium (5Z,9α,11β,13E,15S)-9,11,15-trihydroxy-15-methylprosta-5,13-dien-1-oate | 15(S)-15-methyl-PGF2α tromethamine salt | 15(S)-15-methylprostaglandin F2α tromethamine | Carboprost trometamol | Carboprost tromethamine",UMMADZJLZAPZAW-XOWPVRJPSA-N,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO
DB00430,APRD00856,Cefpiramide,70797-11-4,P936YA152N,Cefpiramide | Cefpiramido | Cefpiramidum,PWAUCHMQEXVFJR-PMAPCBKXSA-N,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
DB00431,APRD01072,Lindane,58-89-9,59NEE7PCAB,"(1r,2c,3t,4c,5c,6t)-1,2,3,4,5,6-hexachlorocyclohexane | (1α,2α,3β,4α,5α,6β)-1,2,3,4,5,6-hexachlorocyclohexane | 1,2,3,4,5,6-hexachlorocyclohexane | Benzene hexachloride | gamma-1,2,3,4,5,6-hexachlorocyclohexane | gamma-benzene hexachloride | gamma-BHC | gamma-HCH | gamma-Hexachlorocyclohexane | gamma-Lindane | Gammallin | Gammaxene | Lindan | Lindane | Lindano | Lindanum | γ-hexachlorocyclohexane | γ-Hexachlorzyklohexan | γ-lindane",JLYXXMFPNIAWKQ-GNIYUCBRSA-N,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
DB00432,APRD01275,Trifluridine,70-00-8,RMW9V5RW38,5-(Trifluoromethyl)deoxyuridine | 5-Trifluoromethyl-2-deoxyuridine | F₃T | TFT | Trifluoromethyldeoxyuridine | Trifluorothymidine | Trifluorothymine deoxyriboside | Trifluridin | Trifluridina | Trifluridine | Trifluridinum,VSQQQLOSPVPRAZ-RRKCRQDMSA-N,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
DB00433,APRD00624,Prochlorperazine,58-38-8,YHP6YLT61T,2-Chloro-10-(3-(1-methyl-4-piperazinyl)propyl)-phenothiazine | 2-Chloro-10-(3-(4-methyl-1-piperazinyl)propyl)phenothiazine | 3-Chloro-10-(3-(1-methyl-4-piperazinyl)propyl)phenothiazine | 3-Chloro-10-(3-(4-methyl-1-piperazinyl)propyl)phenothiazine | Capazine | Chlormeprazine | Chloro-3 (N-methylpiperazinyl-3 propyl)-10 phenothiazine | Chloropernazine | N-(gamma-(4'-Methylpiperazinyl-1')propyl)-3-chlorophenothiazine | Prochlorperazin | Prochlorpérazine | Prochlorperazine | Prochlorperazinum | Prochlorpermazine | Prochlorpromazine | Procloperazine | Proclorperazina,WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
DB00434,APRD00033,Cyproheptadine,129-03-3,2YHB6175DO,"1-methyl-4-(5-dibenzo(a,e)cycloheptatrienylidene)piperidine | 1-Methyl-4-(5H-dibenzo(a,d)cycloheptenylidene)piperidine | 4-(5-dibenzo(a,d)cyclohepten-5-ylidine)-1-methylpiperidine | 4-(5H-dibenzo(a,d)cyclohepten-5-ylidene)-1-methylpiperidine | 4-Dibenzo[a,d]cyclohepten-5-ylidene-1-methyl-piperidine | 5-(1-methylpiperidylidene-4)-5H-dibenzo(a,d)cyclopheptene | Ciproheptadina | Cyproheptadin | Cyproheptadine | Cyproheptadinum",JJCFRYNCJDLXIK-UHFFFAOYSA-N,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
DB00435,APRD01142,Nitric Oxide,10102-43-9,31C4KY9ESH,EDRF | endothelium-derived relaxing factor | Mononitrogen monoxide | Monóxido de nitrógeno | Monoxyde d'azote | Nitric Oxide | Nitrogen monooxide | Nitrogen monoxide | Nitrosyl | NO | óxido de nitrógeno(II) | óxido nítrico | Oxyde azotique | Oxyde nitrique | Stickstoff(II)-oxid | Stickstoffmonoxid,MWUXSHHQAYIFBG-UHFFFAOYSA-N,[N]=O
DB00436,APRD00666,Bendroflumethiazide,73-48-3,5Q52X6ICJI,"±-3-benzyl-3,4-dihydro-6-(trifluoromethyl)-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide | 6-trifluoromethyl-3-benzyl-7-sulfamyl-3,4-dihydro-1,2,4-benzothiadiazine 1,1-dioxide | Bendrofluazide | Bendroflumethiazid | Bendrofluméthiazide | Bendroflumethiazide | Bendroflumethiazidum | Bendroflumetiazida | Benzhydroflumethiazide",HDWIHXWEUNVBIY-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
DB00437,APRD00435 | DB03027,Allopurinol,315-30-0,63CZ7GJN5I,"1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidin-4-one | 1,5-Dihydro-4H-pyrazolo(3,4-d)pyrimidine-4-one | 1H-Pyrazolo(3,4-d)pyrimidin-4-ol | 4-HPP | 4-Hydroxy-1H-pyrazolo(3,4-d)pyrimidine | 4-Hydroxy-3,4-pyrazolopyrimidine | 4-Hydroxypyrazolo(3,4-d)pyrimidine | 4-Hydroxypyrazolopyrimidine | 4-Hydroxypyrazolyl(3,4-d)pyrimidine | 4'-Hydroxypyrazolol(3,4-d)pyrimidine | 4H-Pyrazolo(3,4-d)pyrimidin-4-one | Allopurinol | Allopurinolum | Alopurinol",OFCNXPDARWKPPY-UHFFFAOYSA-N,Oc1ncnc2[nH]ncc12
DB00438,APRD00857,Ceftazidime,72558-82-8,DZR1ENT301,CAZ | Ceftazidim | Ceftazidima | Ceftazidime | Ceftazidime anhydrous | Ceftazidimum,ORFOPKXBNMVMKC-DWVKKRMSSA-N,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB00439,APRD00102,Cerivastatin,145599-86-6,AM91H2KS67,Cerivastatin,SEERZIQQUAZTOL-ANMDKAQQSA-N,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
DB00440,APRD00103,Trimethoprim,738-70-5,AN164J8Y0X,"2,4-diamino-5-(3,4,5-trimethoxybenzyl)pyrimidine | 5-[(3,4,5-trimethoxyphenyl)methyl]-2,4-pyrimidinediamine | Trimethoprim | Triméthoprime | Trimethoprimum | Trimetoprima",IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
DB00441,APRD00201 | DB25192,Gemcitabine,95058-81-4,B76N6SBZ8R,"2'-Deoxy-2',2'-difluorocytidine | 2',2'-Difluorodeoxycytidine | 4-amino-1-((2R,4R,5R)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1H)-one | D07001 | dFdC | dFdCyd | Difluorodeoxycytidine | Gemcitabin | Gemcitabina | Gemcitabine | Gemcitabinum",SDUQYLNIPVEERB-QPPQHZFASA-N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
DB00442,APRD00948,Entecavir,142217-69-4,NNU2O4609D,Anhydrous entecavir | Entecavir | Entecavir (anhydrous) | Entecavir anhydrous | Entecavirum,QDGZDCVAUDNJFG-FXQIFTODSA-N,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21
DB00443,APRD00513,Betamethasone,378-44-9,9842X06Q6M,"16β-Methyl-1,4-pregnadiene-9α-fluoro-11β,17α,21-triol-3,20-dione | 9-Fluoro-16β-methylprednisolone | 9α-Fluoro-16β-methylprednisolone | beta-Methasone alcohol | Betadexamethasone | Betametasona | Betamethasone | Bétaméthasone | Betamethasonum",UREBDLICKHMUKA-DVTGEIKXSA-N,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB00444,APRD00649,Teniposide,29767-20-2,957E6438QA,"4'-demethylepipodophyllotoxin 9-(4,6-O-(R)-2-thenylidene-beta-D-glucopyranoside) | Epidophyllotoxin | Teniposid | Teniposide | Téniposide | Teniposido | Teniposidum",NRUKOCRGYNPUPR-QBPJDGROSA-N,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
DB00445,APRD00361,Epirubicin,56420-45-2,3Z8479ZZ5X,"(1S,3S)-3-GLYCOLOYL-1,2,3,4,6,11-HEXAHYDRO-3,5,12-TRIHYDROXY-10-METHOXY-6,11-DIOXO-1-NAPHTHACENYL 3-AMINO-2,3,6-TRIDEOXY-.ALPHA.-L-ARABINO-HEXOPYRANOSIDE | 4'-EPI-ADRIAMYCIN | 4'-Epiadriamycin | 5,12-NAPHTHACENEDIONE, 10-((3-AMINO-2,3,6-TRIDEOXY-.ALPHA.-L-ARABINO-HEXOPYRANOSYL)OXY)-7,8,9,10-TETRAHYDRO-6,8,11-TRIHYDROXY-8-(HYDROXYACETYL)-1-METHOXY-, (8S-CIS)- | Epiadriamycin | Epidoxorubicin | Epirubicin | epirubicin-conjugated polymer micelles | Epirubicina | Epirubicine | Epirubicinum | Farmorubicin | Pidorubicina | Pidorubicine | Pidorubicinum",AOJJSUZBOXZQNB-VTZDEGQISA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
DB00446,APRD00862 | EXPT00942,Chloramphenicol,56-75-7,66974FR9Q1,"Chloramphénicol | Chloramphenicol | Chloramphenicolum | Chlornitromycin | Cloramfenicol | Cloranfenicol | D-(−)-2,2-dichloro-N-(β-hydroxy-α-(hydroxymethyl)-p-nitrophenylethyl)acetamide | D-(−)-threo-1-p-nitrophenyl-2-dichloroacetylamino-1,3-propanediol | Laevomycetinum | Levomicetina | Levomycetin",WIIZWVCIJKGZOK-RKDXNWHRSA-N,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
DB00447,APRD01077,Loracarbef,76470-66-1,W72I5ZT78Z,"Anhydrous loracarbef | Loracarbef | Loracarbef anhydrous | Loracarbef, anhydrous | Loracarbefum",JAPHQRWPEGVNBT-UTUOFQBUSA-N,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
DB00448,APRD00077,Lansoprazole,103577-45-3,0K5C5T2QPG,Lansoprazol | Lansoprazole | Lansoprazolum | Lanzoprazole,MJIHNNLFOKEZEW-UHFFFAOYSA-N,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
DB00449,APRD00930,Dipivefrin,52365-63-6,8Q1PVL543G,"(±)-4-[1-hydroxy-2-(methylamino)ethyl]-o-phenylene divavalate | 1-(3',4'-dipivaloyloxyphenyl)-2-methylamino-1-ethanol | 4-[1-hydroxy-2-(methylamino)ethyl]-o-phenylene divavalate | Dipivalyl epinephrine | Dipivefrin | Dipivefrina | Dipivefrine | Dipivéfrine | Dipivefrinum",OCUJLLGVOUDECM-UHFFFAOYSA-N,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
DB00450,APRD00939,Droperidol,548-73-2,O9U0F09D5X,"1-(1-(3-(p-fluorobenzoyl)propyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone | 1-(1-(4-(p-fluorophenyl)-4-oxobutyl)-1,2,3,6-tetrahydro-4-pyridyl)-2-benzimidazolinone | 1-{1-[4-(4-Fluoro-phenyl)-4-oxo-butyl]-1,2,3,6-tetrahydro-pyridin-4-yl}-1,3-dihydro-benzoimidazol-2-one | 1-{1-[4-(4-fluorophenyl)-4-oxobutyl]-1,2,3,6-tetrahydro-4-pyridinyl}-2,3-dihydro-1H-benzo[d]imidazol-2-one | Droperidol | Dropéridol | Droperidolo | Droperidolum",RMEDXOLNCUSCGS-UHFFFAOYSA-N,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
DB00451,APRD00235 | EXPT02993,Levothyroxine,51-48-9,Q51BO43MG4,"3,3',5,5'-Tetraiodo-L-thyronine | 3,5,3',5'-Tetraiodo-L-thyronine | 4-(4-Hydroxy-3,5-diiodophenoxy)-3,5-diiodo-L-phenylalanine | L-T4 | L-Thyroxine | Levothyroxin | Levothyroxine | LT4 | O-(4-Hydroxy-3,5-diidophenyl)-3,5-diiodo-L-tyrosine | O-(4-Hydroxy-3,5-diiodophenyl)-3,5-diiodo-L-tyrosine | T4 | Thyroxine",XUIIKFGFIJCVMT-LBPRGKRZSA-N,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00452,APRD00618,Framycetin,119-04-0,4BOC774388,Fradiomycin B | Framicetina | Framycetin | Framycétine | Framycetinum | Neomycin B,PGBHMTALBVVCIT-VCIWKGPPSA-N,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
DB00453,APRD00343,Clomocycline,1181-54-0,YP0241BU76,Chlormethylenecycline | Clomociclina | Clomocyclina | Clomocycline | Clomocyclinum,GJGDLRSSCNAKGL-KMVLDZISSA-N,CN(C)[C@@H]1C(O)=C(C(=O)NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
DB00454,APRD00074,Meperidine,57-42-1,9E338QE28F,Isonipecaïne | Meperidina | Pethidin | Pethidine | Péthidine | Pethidinum | Petidina | Petydyna,XADCESSVHJOZHK-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
DB00455,APRD00384,Loratadine,79794-75-5,7AJO3BO7QN,Loratadina | Loratadine | Loratadinum,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
DB00456,APRD00859 | EXPT00946,Cefalotin,153-61-7,R72LW146E6,3-Acetoxymethyl-7-(2-thienylacetamido)-3-cephem-4-carboxylic acid | 7-(2-Thienylacetamido)cephalosporanic acid | 7-(2'-thienylacetamido)cephalosporanic acid | 7-(Thiophene-2-acetamido)cephalosporin | Cefalothin | Cefalotin | Cefalotina | Céfalotine | Cefalotinum | Cephalothin | Cephalotin | CET,XIURVHNZVLADCM-IUODEOHRSA-N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
DB00457,APRD00020,Prazosin,19216-56-9,XM03YJ541D,"1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-(2-furanylcarbonyl)piperazine | 2-(4-(2-Furoyl)piperazin-1-yl)-4-amino-6,7-dimethoxyquinazoline | Prazosin | Prazosina | Prazosine | Prazosinum",IENZQIKPVFGBNW-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
DB00458,APRD00672 | DB08002,Imipramine,50-49-7,OGG85SX4E4,"10,11-dihydro-N,N-dimethyl-5H-dibenz[b,f]azepine-5-propanamine | 5-[3-(dimethylamino)propyl]-10,11-dihydro-5H-dibenz[b,f]azepine | Imipramin | Imipramina | Imipramine | Imipraminum | Imizine | N-(gamma-Dimethylaminopropyl)iminodibenzyl | N-(γ-dimethylaminopropyl)iminodibenzyl",BCGWQEUPMDMJNV-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2CCc2ccccc21
DB00459,APRD00778,Acitretin,55079-83-9,LCH760E9T7,"(all-E)-9-(4-Methoxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid | Acitretin | Acitretina | Acitretine | Acitretinum | all-trans-3,7-Dimethyl-9-(4-methoxy-2,3,6-trimethylphenyl)-2,4,6,8-nonatetraenoic acid | Etretin",IHUNBGSDBOWDMA-AQFIFDHZSA-N,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
DB00461,APRD01128,Nabumetone,42924-53-8,LW0TIW155Z,4-(6-Methoxy-2-naphthalenyl)-2-butanone | 4-(6-Methoxy-2-naphthyl)-2-butanone | Nabumeton | Nabumetona | Nabumétone | Nabumetone | Nabumetonum,BLXXJMDCKKHMKV-UHFFFAOYSA-N,COc1ccc2cc(CCC(C)=O)ccc2c1
DB00462,APRD00314,Methscopolamine bromide,155-41-9,RTN51LK7WL,(−)-scopolamine methobromide | (−)-scopolamine methyl bromide | Hyoscine methobromide | Hyoscine methyl bromide | Methscopolamine bromide | Methylscopolamine bromide | N-methylhyoscine bromide | N-methylscopolammonium bromide | Scopolamine methobromide | Scopolamine methyl bromide,CXYRUNPLKGGUJF-RAFJPFSSSA-M,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
DB00463,APRD00757,Metharbital,50-11-3,02OS7K758T,Metarbital | Metharbital | Metharbitalum,FWJKNZONDWOGMI-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=O)N(C)C1=O
DB00464,APRD00575,Sodium tetradecyl sulfate,139-88-8,Q1SUG5KBD6,"7-Ethyl-2-methyl-4-undecanol sulfate sodium salt | 7-ethyl-2-methyl-4-undecanolsulfate, sodium salt | Natrii tetradecylis sulfa | Sodium 2-methyl-7-ethylundecanol-4-sulfate | Sodium 7-ethyl-2-methyl-4-undecanol sulfate | Sodium tetradecyl sulfate | Sodium tetradecyl sulphate | Sodium tetradecylsulfate | STS | Tetradecilsulfato sodico | Tetradecyl sodium sulfate | Tetradecyl sulfate de sodium",FVEFRICMTUKAML-UHFFFAOYSA-M,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
DB00465,APRD01060,Ketorolac,74103-06-3,YZI5105V0L,Ketorolac | Kétorolac | Ketorolaco | Ketorolacum | rac-Ketorolac,OZWKMVRBQXNZKK-UHFFFAOYSA-N,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
DB00466,APRD00269,Picrotoxin,124-87-8,ZLT174DL7U,cocculin | Picrotoxin,VJKUPQSHOVKBCO-ZTYBEOBUSA-N,C=C(C)[C@@H]1C2OC(=O)C1[C@]1(O)CC3O[C@]34C(=O)O[C@H]2[C@]14C.CC(C)(O)[C@@H]1C2OC(=O)C1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C
DB00467,APRD00947,Enoxacin,74011-58-8,325OGW249P,"1-ethyl-6-fluoro-1,4-dihydro-4-oxo-7-(1-piperazinyl)-1,8-naphthyridine-3-carboxylic acid | 1-Ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,4-dihydro-[1,8]naphthyridine-3-carboxylic acid | Enoxacin | Enoxacina | Énoxacine | Enoxacino | Enoxacinum",IDYZIJYBMGIQMJ-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
